epoch,train_loss,lr,epoch_time_sec
0,3.3633207813499597,0.0003,6634.162650346756
1,2.5219372308412717,0.0003,6635.584568023682
2,2.1575291970279755,0.0002909538931178862,6577.274104833603
3,1.9947151060118458,0.00026490666646784665,6533.35936331749
4,1.8856717131514669,0.000225,6586.851669549942
5,1.7964892084524586,0.00017604722665003956,6563.6325261592865
6,1.7257646389162522,0.00012395277334996044,6595.2935526371
7,1.6541244326877453,7.500000000000002e-05,6607.560457706451
8,1.6292907230258868,3.509333353215331e-05,6573.550128936768
